type,name,mean
165,univariate,feature_constitution16,0.007670468484399758
166,univariate,feature_constitution17,0.004260292780686295
167,univariate,feature_constitution18,0.004782716328837988
168,univariate,feature_constitution19,0.005331749831416464
169,univariate,feature_constitution20,0.008015383357608522
170,univariate,feature_constitution21,0.0038565485851897556
171,univariate,feature_constitution22,0.003034142368436756
172,univariate,feature_constitution23,0.005909615694318057
173,univariate,feature_constitution24,0.008686550403618936
174,univariate,feature_constitution25,0.0033706318011699756
175,univariate,feature_constitution26,0.009699913108301544
176,univariate,feature_constitution27,0.004097916632289286
177,univariate,feature_constitution28,0.007329228266325107
178,univariate,feature_constitution29,0.004785918101277085
179,univariate,feature_constitution30,0.007686487730370446
180,univariate,feature_constitution31,0.009944201552986285
181,univariate,feature_constitution32,0.006660589542473088
182,univariate,feature_constitution33,0.005347010408647734
183,univariate,feature_constitution34,0.00554677540607542
184,univariate,feature_constitution35,0.004263198419785274
185,univariate,feature_constitution36,0.008563513203901519
186,univariate,feature_constitution37,0.007565313161309136
187,univariate,feature_constitution38,0.004180769089785767
188,univariate,feature_constitution39,0.00203528116290371
189,univariate,feature_constitution40,0.008352699335374431
190,univariate,feature_constitution41,0.005284293085534237
191,univariate,feature_constitution42,0.005394830700858482
192,univariate,feature_constitution43,0.007215579989459676
193,univariate,feature_constitution44,0.006855475360781532
194,univariate,feature_constitution45,0.010373007058475143
195,univariate,feature_constitution46,0.005406134259348086
196,univariate,feature_constitution47,0.0035208333241886418
197,univariate,feature_constitution48,0.004252273169018215
198,univariate,feature_constitution49,0.006483688889986209
199,univariate,feature_constitution50,0.003951934299184127
200,univariate,feature_constitution51,0.004280729038363291
201,univariate,feature_constitution52,0.003003942716571704
202,univariate,feature_constitution53,0.004125500179857304
203,univariate,feature_constitution54,0.01624141130197244
204,univariate,feature_constitution55,0.008906279923364596
205,univariate,feature_constitution56,0.006419800352191177
206,univariate,feature_constitution57,0.0036168674931289714
207,univariate,feature_constitution58,0.004473360668619981
208,univariate,feature_constitution59,0.0033778427090890894
209,univariate,feature_constitution60,0.006136751088497486
210,univariate,feature_constitution61,0.00636409007068029
211,univariate,feature_constitution62,0.007998596818964698
212,univariate,feature_constitution63,0.009752718025759574
213,univariate,feature_constitution64,0.003481805603482693
214,univariate,feature_constitution65,0.009102361445048132
215,univariate,feature_constitution66,0.006288909529989799
216,univariate,feature_constitution67,0.006930444998139125
217,univariate,feature_constitution68,0.005187672940076612
218,univariate,feature_constitution69,0.008189170806589754
219,univariate,feature_constitution70,0.004277826733694035
220,univariate,feature_constitution71,0.006588328954159201
221,univariate,feature_constitution72,0.00846217191551218
222,univariate,feature_constitution73,0.0066771424034993325
223,univariate,feature_constitution74,0.0038215716803516177
224,univariate,feature_constitution75,0.003692426142145076
225,univariate,feature_constitution76,0.006066700157882297
226,univariate,feature_constitution77,0.0034557680818950364
227,univariate,feature_constitution78,0.007726967839298335
228,univariate,feature_constitution79,0.004466113172791516
229,univariate,feature_constitution80,0.0064560966146452285
230,univariate,feature_constitution81,0.004740765782094916
231,univariate,feature_constitution82,0.004420454533423745
232,univariate,feature_constitution83,0.0037973700382825594
233,univariate,feature_constitution84,0.0090616935460688
234,univariate,feature_constitution85,0.015615859396337028
235,univariate,feature_constitution86,0.007206360452776196
236,univariate,feature_constitution87,0.0081794271846987
237,univariate,feature_constitution88,0.00600115864977032
238,univariate,feature_constitution89,0.005165077935048004
239,univariate,feature_constitution90,0.01192827717947802
240,univariate,feature_constitution91,0.003439146768665433
241,univariate,feature_constitution92,0.005976285543921882
242,univariate,feature_constitution93,0.007997847725366658
243,univariate,feature_constitution94,0.006919769398548014
244,univariate,feature_constitution95,0.006622178322524044
245,univariate,feature_constitution96,0.00546276529475901
246,univariate,feature_constitution97,0.0032115658168015643
247,univariate,feature_constitution98,0.0028241041324501824
248,univariate,feature_constitution99,0.003053444068094348
249,univariate,feature_constitution100,0.005100943112861934
250,univariate,feature_constitution101,0.009679152758645601
251,univariate,feature_constitution102,0.004042053525874449
252,univariate,feature_constitution103,0.008673040096707262
253,univariate,feature_constitution104,0.012199335584804053
254,univariate,feature_constitution105,0.006205050497311567
255,univariate,feature_constitution106,0.004503964067346221
256,univariate,feature_constitution107,0.004462239036349414
