name,mean
feature_constitution10,0.00088375236
feature_constitution11,0.00065483456
feature_constitution12,0.00060409727
feature_constitution13,0.00025899443
feature_constitution14,0.00058897975
feature_constitution15,0.00050982565
feature_constitution16,0.000966219
feature_constitution17,0.0003965809
feature_constitution18,0.00070259004
feature_constitution19,0.00077133917
feature_constitution20,0.00036102327
feature_constitution21,0.00052515225
feature_constitution22,0.00048985967
feature_constitution23,0.00062034593
feature_constitution24,0.0005911171
feature_constitution25,0.00057835516
feature_constitution26,0.00054747635
feature_constitution27,0.0005573219
feature_constitution28,0.00022957055
feature_constitution29,0.0005205898
feature_constitution30,0.000774404
feature_constitution31,0.0006509612
feature_constitution32,0.000893972
feature_constitution33,0.00078149536
feature_constitution34,0.00071166415
feature_constitution35,0.00023159402
feature_constitution36,0.00054069486
feature_constitution37,0.0005122271
feature_constitution38,0.0011547138
feature_constitution39,0.000667643
feature_constitution40,0.0003754966
feature_constitution41,0.00075662404
feature_constitution42,0.0004036286
feature_constitution43,0.0006169737
feature_constitution44,0.0010319259
feature_constitution45,0.0006067211
feature_constitution46,0.00052340847
feature_constitution47,0.00026448863
feature_constitution48,0.00042681303
feature_constitution49,0.00046660413
feature_constitution50,0.00070548675
feature_constitution51,0.0005176065
feature_constitution52,0.00047148083
feature_constitution53,0.0005262803
feature_constitution54,0.00052027585
feature_constitution55,0.0007370543
feature_constitution56,0.000594433
feature_constitution57,0.00047153665
feature_constitution58,0.0007472538
feature_constitution59,0.00033548468
feature_constitution60,0.00085888023
feature_constitution61,0.0006589422
feature_constitution62,0.0003888114
feature_constitution63,0.0010323152
feature_constitution64,0.00038236912
feature_constitution65,0.00073698885
feature_constitution66,0.0006475237
feature_constitution67,0.00025793174
feature_constitution68,0.00062977034
feature_constitution69,0.00056663284
feature_constitution70,0.0008326201
feature_constitution71,0.0007826007
feature_constitution72,0.0003810811
feature_constitution73,0.00095155573
feature_constitution74,0.00039972106
feature_constitution75,0.0006451214
feature_constitution76,0.00049520825
feature_constitution77,0.0004196492
feature_constitution78,0.00028938477
feature_constitution79,0.00029559867
feature_constitution80,0.0004320545
feature_constitution81,0.0005419905
feature_constitution82,0.00030790453
feature_constitution83,0.0005457674
feature_constitution84,0.00068800204
feature_constitution85,0.0008882388
feature_constitution86,0.00056976103
feature_constitution87,0.0008150416
feature_constitution88,0.00041489868
feature_constitution89,0.000607896
feature_constitution90,0.000822451
feature_constitution91,0.0003441578
feature_constitution92,0.00035187625
feature_constitution93,0.0004388859
feature_constitution94,0.00040152704
feature_constitution95,0.0008403571
feature_constitution96,0.0008358858
feature_constitution97,0.0006687994
feature_constitution98,0.0005968178
feature_constitution99,0.00073661754
feature_constitution100,0.00037161994
feature_constitution101,0.00060083065
feature_constitution102,0.00049923186
feature_constitution103,0.00067264604
feature_constitution104,0.0004743731
feature_constitution105,0.00025081416
feature_constitution106,0.00040164363
feature_constitution107,0.0008960905
feature_constitution108,0.0011193359
feature_constitution109,0.00063401455
feature_constitution110,0.0006765351
feature_constitution111,0.0008525613
feature_constitution112,0.0007577947
feature_constitution113,0.00076823606
feature_constitution114,0.00064741797
feature_wisdom1,0.00063740107
feature_wisdom2,0.0002841527
feature_wisdom3,0.0013976571
feature_wisdom4,0.0015883481
feature_wisdom5,0.000646495
feature_wisdom6,0.0007321325
feature_wisdom7,0.00047105696
feature_wisdom8,0.00043510267
feature_wisdom9,0.0006469254
feature_wisdom10,0.0009351336
feature_wisdom11,0.00046136952
feature_wisdom12,0.0006779323
feature_wisdom13,0.00070888933
feature_wisdom14,0.0012554795
feature_wisdom15,0.0005021808
feature_wisdom16,0.0011196221
feature_wisdom17,0.00045537014
feature_wisdom18,0.00030376296
feature_wisdom19,0.0008977687
feature_wisdom20,0.00056460494
feature_wisdom21,0.0005584745
feature_wisdom22,0.0011155758
feature_wisdom23,0.001749545
feature_wisdom24,0.00030683147
feature_wisdom25,0.0007182844
feature_wisdom26,0.000824776
feature_wisdom27,0.0005841389
feature_wisdom28,0.0008118635
feature_wisdom29,0.0004434586
feature_wisdom30,0.00044694103
feature_wisdom31,0.00068459235
feature_wisdom32,0.0018039123
feature_wisdom33,0.0009497475
feature_wisdom34,0.0014322998
feature_wisdom35,0.002383261
feature_wisdom36,0.001130155
feature_wisdom37,0.00065598096
feature_wisdom38,0.00049963547
feature_wisdom39,0.0013555317
feature_wisdom40,0.00039822102
feature_wisdom41,0.00057063997
feature_wisdom42,0.0019947563
feature_wisdom43,0.00033693985
feature_wisdom44,0.0003185092
feature_wisdom45,0.00028622165
feature_wisdom46,0.00032288834
